DATE,PERIOD,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,cloudcover (%),shortwave_radiation (W/m^2¡¤h)
2024/2/15,38,27.5,24.05,81.5,0,,30,19.45,,1011,,3,100,219
2024/2/15,39,28,24,79,0,,30,22.3,,1011,,3,100,112
2024/2/15,40,27.5,24.05,81.5,0,,20,18.55,,1011,,3,100,58
2024/2/15,41,27,24.1,84,0,,10,14.8,,1011,,3,100,4
2024/2/15,42,27,24.1,84,0,,15,15.7,,1011.5,,3,100,2
2024/2/15,43,27,24.1,84,0,,20,16.6,,1012,,3,100,0
2024/2/15,44,27,24.1,84,0,,25,13.9,,1012.5,,3,100,0
2024/2/15,45,27,24.1,84,0,,30,11.2,,1013,,3,100,0
2024/2/15,46,27,24.1,84,0,,25,13,,1013,,3,61.5,0
2024/2/15,47,27,24.1,84,0,,20,14.8,,1013,,3,23,0
2024/2/15,48,27,24.1,84,0,,20,16.6,,1013,,3,37,0
2024/2/16,1,27,24.1,84,0,,20,18.4,,1013,,3,51,0
2024/2/16,2,27,24.1,84,0,,25,15.7,,1012.5,,3,75,0
2024/2/16,3,27,24.1,84,0,,30,13,,1012,,3,99,0
2024/2/16,4,27,24.1,84,0,,25,12.1,,1012,,3,99,0
2024/2/16,5,27,24.1,84,0,,20,11.2,,1012,,3,99,0
2024/2/16,6,27,24.1,84,0,,15,10.3,,1011.5,,3,99.5,0
2024/2/16,7,27,24.1,84,0,,10,9.4,,1011,,3,100,0
2024/2/16,8,27,24.1,84,0,,10,8.5,,1011,,2.5,100,0
2024/2/16,9,27,24.1,84,0,,10,7.6,,1011,,2,100,0
2024/2/16,10,26.5,24.05,86.5,0,,20,9.4,,1011,,2.5,100,0
2024/2/16,11,26,24,89,0,,30,11.2,,1011,,3,100,0
2024/2/16,12,26,24,89,0,,195,9.4,,1011,,3,99.5,0
2024/2/16,13,26,24,89,0,,360,7.6,,1011,,3,99,0
2024/2/16,14,26,24,89,0,,195,7.6,,1011,,2.5,89.5,0
2024/2/16,15,26,24,89,0,,30,7.6,,1011,,2,80,0
2024/2/16,16,26,24,89,0,,25,8.5,,1011,,1.5,89.5,11.5
2024/2/16,17,26,24,89,0,,20,9.4,,1011,,1,99,23
2024/2/16,18,26.5,24.05,86.5,0.05,,20,13,,1011.5,,4,60.5,113.5
2024/2/16,19,27,24.1,84,0.1,,20,16.6,,1012,,7,22,204
2024/2/16,20,27.5,24.55,84,0.2,,20,16.6,,1012.5,,12,38.5,315.5
2024/2/16,21,28,25,84,0.3,,20,16.6,,1013,,17,55,427
2024/2/16,22,28.5,24.45,79,0.45,,25,17.5,,1013,,12.5,71.5,517.5
2024/2/16,23,29,23.9,74,0.6,,30,18.4,,1013,,8,88,608
2024/2/16,24,29.5,23.9,72,1.25,,30,22.15,,1013,,13,79.5,663
2024/2/16,25,30,23.9,70,1.9,,30,25.9,,1013,,18,71,718
2024/2/16,26,30,23.9,70,1.1,,35,26.8,,1012.5,,17.5,67,720
2024/2/16,27,30,23.9,70,0.3,,40,27.7,,1012,,17,63,722
2024/2/16,28,30.5,23.9,68,0.55,,40,28.6,,1011.5,,17,64,737
2024/2/16,29,31,23.9,66,0.8,,40,29.5,,1011,,17,65,752
2024/2/16,30,31,23.9,66,1.05,,35,29.5,,1010.5,,17.5,65.5,785.5
2024/2/16,31,31,23.9,66,1.3,,30,29.5,,1010,,18,66,819
2024/2/16,32,30.5,23.9,68,2.5,,35,29.5,,1010,,13.5,62.5,736.5
2024/2/16,33,30,23.9,70,3.7,,40,29.5,,1010,,9,59,654
2024/2/16,34,30,23.4,68,2.2,,40,29.5,,1010,,13,50,601.5
2024/2/16,35,30,22.9,66,0.7,,40,29.5,,1010,,17,41,549
2024/2/16,36,30,22.9,66,0.55,,35,29.5,,1010,,17,38.5,427
2024/2/16,37,30,22.9,66,0.4,,30,29.5,,1010,,17,36,305
2024/2/16,38,29,22.9,70,0.2,,30,30.6,,1010,,9.5,31.5,213.5
2024/2/16,39,28,22.9,74,0,,30,31.7,,1010,,2,27,122
2024/2/16,40,27.5,22.95,76.5,0,,30,25.05,,1010,,2.5,24,63
2024/2/16,41,27,23,79,0,,30,18.4,,1010,,3,21,4
2024/2/16,42,27,23,79,0,,20,17.5,,1010.5,,3,60.5,2
2024/2/16,43,27,23,79,0,,10,16.6,,1011,,3,100,0
2024/2/16,44,27,23,79,0,,15,15.7,,1011,,3,99.5,0
2024/2/16,45,27,23,79,0,,20,14.8,,1011,,3,99,0
2024/2/16,46,27,23,79,0,,20,13,,1011.5,,3,98,0
2024/2/16,47,27,23,79,0,,20,11.2,,1012,,3,97,0
2024/2/16,48,27,23.55,81.5,0,,15,11.2,,1012,,3,84,0
2024/2/17,1,27,24.1,84,0,,10,11.2,,1012,,3,71,0
2024/2/17,2,26.5,24.05,86.5,0,,10,9.4,,1012,,3,84,0
2024/2/17,3,26,24,89,0,,10,7.6,,1012,,3,97,0
2024/2/17,4,26,24,89,0,,25,7.6,,1012,,3,90,0
2024/2/17,5,26,24,89,0,,40,7.6,,1012,,3,83,0
2024/2/17,6,26,24,89,0,,29,5.6,,1011.5,,3,76.5,0
2024/2/17,7,26,24,89,0,,18,3.6,,1011,,3,70,0
2024/2/17,8,26,24,89,0,,24,5.6,,1011,,3,82.5,0
2024/2/17,9,26,24,89,0,,30,7.6,,1011,,3,95,0
2024/2/17,10,26,24,89,0,,195,6.5,,1010.5,,3,96,0
2024/2/17,11,26,24,89,0,,360,5.4,,1010,,3,97,0
2024/2/17,12,26,24,89,0,,360,5.4,,1010,,3,98,0
2024/2/17,13,26,24,89,0,,360,5.4,,1010,,3,99,0
2024/2/17,14,26,24,89,0,,185,6.5,,1010.5,,3,97.5,0
2024/2/17,15,26,24,89,0,,10,7.6,,1011,,3,96,0
2024/2/17,16,26,24,89,0,,15,6.5,,1011,,3,95,13.5
2024/2/17,17,26,24,89,0,,20,5.4,,1011,,3,94,27
2024/2/17,18,26.5,24.05,86.5,0,,25,7.4,,1011.5,,3,96,102.5
2024/2/17,19,27,24.1,84,0,,30,9.4,,1012,,3,98,178
2024/2/17,20,27.5,24.05,81.5,0,,20,9.4,,1012.5,,3,98.5,259.5
2024/2/17,21,28,24,79,0,,10,9.4,,1013,,3,99,341
2024/2/17,22,29,23.45,72.5,0.05,,20,13.9,,1013,,5,99,452.5
2024/2/17,23,30,22.9,66,0.1,,30,18.4,,1013,,7,99,564
2024/2/17,24,30,22.9,66,0.05,,30,18.4,,1012.5,,5,98.5,585
2024/2/17,25,30,22.9,66,0,,30,18.4,,1012,,3,98,606
2024/2/17,26,30.5,23.4,66,0,,40,20.35,,1011.5,,3,98.5,601
2024/2/17,27,31,23.9,66,0,,50,22.3,,1011,,3,99,596
2024/2/17,28,31,23.9,66,0.2,,55,25,,1011,,5.5,98.5,717.5
2024/2/17,29,31,23.9,66,0.4,,60,27.7,,1011,,8,98,839
2024/2/17,30,30,23.45,68,0.25,,55,27.7,,1010.5,,7.5,97.5,722
2024/2/17,31,29,23,70,0.1,,50,27.7,,1010,,7,97,605
2024/2/17,32,30,22.9,66,0.3,,35,25,,1009.5,,7.5,98,572
2024/2/17,33,31,22.8,62,0.5,,20,22.3,,1009,,8,99,539
2024/2/17,34,30.5,22.35,62,0.3,,20,22.3,,1009,,7.5,99.5,506
2024/2/17,35,30,21.9,62,0.1,,20,22.3,,1009,,7,100,473
2024/2/17,36,29.5,22.45,66,0.15,,35,23.2,,1009,,7,98.5,350
2024/2/17,37,29,23,70,0.2,,50,24.1,,1009,,7,97,227
2024/2/17,38,28.5,23.5,74.5,0.1,,45,19.45,,1009.5,,5,96,165.5
2024/2/17,39,28,24,79,0,,40,14.8,,1010,,3,95,104
2024/2/17,40,28,24,79,0,,35,15.7,,1010,,3,81,54
2024/2/17,41,28,24,79,0,,30,16.6,,1010,,3,67,4
2024/2/17,42,28,23.45,76.5,0,,30,17.5,,1010.5,,3,82,2
2024/2/17,43,28,22.9,74,0,,30,18.4,,1011,,3,97,0
2024/2/17,44,27.5,23.5,79,0,,35,15.7,,1011.5,,3,83,0
2024/2/17,45,27,24.1,84,0,,40,13,,1012,,3,69,0
2024/2/17,46,26.5,24.05,86.5,0,,40,13,,1012,,2,67.5,0
2024/2/17,47,26,24,89,0,,40,13,,1012,,1,66,0
2024/2/17,48,26,24,89,0,,35,12.1,,1012,,1,80.5,0
2024/2/18,1,26,24,89,0,,30,11.2,,1012,,1,95,0
2024/2/18,2,26,24,89,0,,35,10.3,,1012,,1,97.5,0
2024/2/18,3,26,24,89,0,,40,9.4,,1012,,1,100,0
2024/2/18,4,26,24,89,0,,40,11.2,,1011.5,,1,100,0
2024/2/18,5,26,24,89,0,,40,13,,1011,,1,100,0
2024/2/18,6,26,24,89,0,,35,12.1,,1011,,1.5,99.5,0
2024/2/18,7,26,24,89,0,,30,11.2,,1011,,2,99,0
2024/2/18,8,26,24,89,0,,30,10.3,,1010.5,,2,73,0
2024/2/18,9,26,24,89,0,,30,9.4,,1010,,2,47,0
2024/2/18,10,26,24,89,0,,30,9.4,,1010,,2.5,53.5,0
2024/2/18,11,26,24,89,0,,30,9.4,,1010,,3,60,0
2024/2/18,12,26,24,89,0,,30,9.4,,1010.5,,3,31.5,0
2024/2/18,13,26,24,89,0,,30,9.4,,1011,,3,3,0
2024/2/18,14,26,24,89,0,,35,9.4,,1011,,3,5.5,0
2024/2/18,15,26,24,89,0,,40,9.4,,1011,,3,8,0
2024/2/18,16,26,24,89,0,,30,11.2,,1011,,3,38,14
2024/2/18,17,26,24,89,0,,20,13,,1011,,3,68,28
2024/2/18,18,27,24,84,0,,20,12.1,,1011.5,,3,72,120
2024/2/18,19,28,24,79,0,,20,11.2,,1012,,3,76,212
2024/2/18,20,28.5,23.95,76.5,0,,25,14.8,,1012.5,,3,75.5,298.5
2024/2/18,21,29,23.9,74,0,,30,18.4,,1013,,3,75,385
2024/2/18,22,30,23.9,70,0,,25,15.7,,1013,,3,57,511
2024/2/18,23,31,23.9,66,0,,20,13,,1013,,3,39,637
2024/2/18,24,31,23.35,64,0,,35,12.1,,1012.5,,3,48.5,712
2024/2/18,25,31,22.8,62,0,,50,11.2,,1012,,3,58,787
2024/2/18,26,31,22.8,62,0,,30,12.1,,1011.5,,3,58.5,821.5
2024/2/18,27,31,22.8,62,0,,10,13,,1011,,3,59,856
2024/2/18,28,31,22.8,62,0,,20,14.8,,1011,,3,76,859
2024/2/18,29,31,22.8,62,0,,30,16.6,,1011,,3,93,862
2024/2/18,30,31,22.8,62,0,,35,16.6,,1010.5,,3,65,826
2024/2/18,31,31,22.8,62,0,,40,16.6,,1010,,3,37,790
2024/2/18,32,31,22.8,62,0,,35,16.6,,1009.5,,2.5,42.5,758
2024/2/18,33,31,22.8,62,0,,30,16.6,,1009,,2,48,726
2024/2/18,34,31.5,22.9,60.5,0,,35,18.55,,1009,,2,54.5,589
2024/2/18,35,32,23,59,0,,40,20.5,,1009,,2,61,452
2024/2/18,36,31,22.95,62.5,0,,40,21.4,,1009,,2,55,368.5
2024/2/18,37,30,22.9,66,0,,40,22.3,,1009,,2,49,285
2024/2/18,38,29.5,22.95,68,0,,45,21.4,,1009,,2,38.5,196
2024/2/18,39,29,23,70,0,,50,20.5,,1009,,2,28,107
2024/2/18,40,28.5,22.95,72,0,,55,19.45,,1009.5,,1.5,60,55.5
2024/2/18,41,28,22.9,74,0,,60,18.4,,1010,,1,92,4
2024/2/18,42,27.5,23.5,79,0,,55,16.6,,1010.5,,2,52.5,2
2024/2/18,43,27,24.1,84,0,,50,14.8,,1011,,3,13,0
2024/2/18,44,27,24.1,84,0,,50,14.8,,1011.5,,3,38.5,0
2024/2/18,45,27,24.1,84,0,,50,14.8,,1012,,3,64,0
2024/2/18,46,27,24.1,84,0,,35,13.9,,1012.5,,3,32.5,0
2024/2/18,47,27,24.1,84,0,,20,13,,1013,,3,1,0
2024/2/18,48,27,24.1,84,0,,30,11.2,,1013,,3,2.5,0
2024/2/19,1,27,24.1,84,0,,40,9.4,,1013,,3,4,0
2024/2/19,2,27,24.1,84,0,,45,11.2,,1012.5,,3,49,0
2024/2/19,3,27,24.1,84,0,,50,13,,1012,,3,94,0
2024/2/19,4,27,24.1,84,0,,50,12.1,,1011.5,,2.5,95,0
2024/2/19,5,27,24.1,84,0,,50,11.2,,1011,,2,96,0
2024/2/19,6,26.5,24.55,89,0,,45,10.3,,1011,,1.5,95,0
2024/2/19,7,26,25,94,0,,40,9.4,,1011,,1,94,0
2024/2/19,8,26,25,94,0,,30,8.5,,1010.5,,1.5,92.5,0
2024/2/19,9,26,25,94,0,,20,7.6,,1010,,2,91,0
2024/2/19,10,26,24.5,91.5,0,,25,10.3,,1010,,2.5,92.5,0
2024/2/19,11,26,24,89,0,,30,13,,1010,,3,94,0
2024/2/19,12,26,24,89,0,,25,13,,1010,,3,97,0
2024/2/19,13,26,24,89,0,,20,13,,1010,,3,100,0
2024/2/19,14,26,24,89,0,,25,14.8,,1010.5,,3,100,0
2024/2/19,15,26,24,89,0,,30,16.6,,1011,,3,100,0
2024/2/19,16,26.5,24.05,86.5,0,,20,13,,1011.5,,3,100,13.5
2024/2/19,17,27,24.1,84,0,,10,9.4,,1012,,3,100,27
2024/2/19,18,27.5,24.55,84,0,,15,12.1,,1012,,3,99.5,118.5
2024/2/19,19,28,25,84,0,,20,14.8,,1012,,3,99,210
2024/2/19,20,29,24.45,77,0,,25,17.65,,1012.65,,3,99.5,316.5
2024/2/19,21,30,23.9,70,0,,30,20.5,,1013.3,,3,100,423
2024/2/19,22,30.5,24.4,70,0.05,,30,19.45,,1013.15,,10,97.5,517.5
2024/2/19,23,31,24.9,70,0.1,,30,18.4,,1013,,17,95,612
2024/2/19,24,31.5,23.95,64.5,0.15,,35,19.45,,1013,,17,81,702.5
2024/2/19,25,32,23,59,0.2,,40,20.5,,1013,,17,67,793
2024/2/19,26,32,23.55,61,0.1,,40,17.65,,1012.5,,10,64.5,783.5
2024/2/19,27,32,24.1,63,0,,40,14.8,,1012,,3,62,774
2024/2/19,28,31.5,23.45,62.5,0.45,,45,16.6,,1011.5,,5.5,72.5,816.5
2024/2/19,29,31,22.8,62,0.9,,50,18.4,,1011,,8,83,859
2024/2/19,30,31.5,23.45,62.5,0.8,,45,17.5,,1010.5,,8,91.5,871
2024/2/19,31,32,24.1,63,0.7,,40,16.6,,1010,,8,100,883
2024/2/19,32,32,24.1,63,0.35,,45,18.55,,1009.5,,5.5,100,727.5
2024/2/19,33,32,24.1,63,0,,50,20.5,,1009,,3,100,572
2024/2/19,34,32,24.1,63,0,,50,19.45,,1009,,3,100,515
2024/2/19,35,32,24.1,63,0,,50,18.4,,1009,,3,100,458
2024/2/19,36,31,24,66.5,0,,50,20.35,,1009,,3,99.5,401.5
2024/2/19,37,30,23.9,70,0,,50,22.3,,1009,,3,99,345
2024/2/19,38,29.5,23.9,72,0,,55,21.4,,1009,,3,99.5,230
2024/2/19,39,29,23.9,74,0,,60,20.5,,1009,,3,100,115
2024/2/19,40,28.5,23.95,76.5,0,,55,19.45,,1009.5,,3,100,59.5
2024/2/19,41,28,24,79,0,,50,18.4,,1010,,3,100,4
2024/2/19,42,28,24.5,81.5,0,,50,13.9,,1010.5,,3,99,2
2024/2/19,43,28,25,84,0,,50,9.4,,1011,,3,98,0
2024/2/19,44,28,25,84,0,,50,11.2,,1011,,3,96.5,0
2024/2/19,45,28,25,84,0,,50,13,,1011,,3,95,0
2024/2/19,46,27.5,25,86.5,0,,45,12.1,,1011.5,,3,96,0
2024/2/19,47,27,25,89,0,,40,11.2,,1012,,3,97,0
2024/2/19,48,27,25,89,0,,40,11.2,,1012,,3,98,0
2024/2/20,1,27,25,89,0,,40,11.2,,1012,,3,99,0
2024/2/20,2,27,25,89,0,,200,8.3,,1012,,3,99,0
2024/2/20,3,27,25,89,0,,360,5.4,,1012,,3,99,0
2024/2/20,4,27,25,89,0,,190,8.3,,1011.5,,3,99,0
2024/2/20,5,27,25,89,0,,20,11.2,,1011,,3,99,0
2024/2/20,6,27,25,89,0,,15,11.2,,1010.5,,3,99.5,0
2024/2/20,7,27,25,89,0,,10,11.2,,1010,,3,100,0
2024/2/20,8,26.5,25,91.5,0,,25,11.2,,1010,,3,100,0
2024/2/20,9,26,25,94,0,,40,11.2,,1010,,3,100,0
2024/2/20,10,26,25,94,0,,40,11.2,,1009.5,,3,100,0
2024/2/20,11,26,25,94,0,,40,11.2,,1009,,3,100,0
2024/2/20,12,26,25,94,0,,40,10.3,,1009.5,,3,100,0
2024/2/20,13,26,25,94,0,,40,9.4,,1010,,3,100,0
2024/2/20,14,26,24.5,91.5,0,,25,10.3,,1010,,3,100,0
2024/2/20,15,26,24,89,0,,10,11.2,,1010,,3,100,0
2024/2/20,16,26.5,24.05,86.5,0,,10,12.1,,1010.5,,3,100,14.5
2024/2/20,17,27,24.1,84,0,,10,13,,1011,,3,100,29
2024/2/20,18,27.5,24.05,81.5,0,,15,13.9,,1011.5,,3,94.5,122.5
2024/2/20,19,28,24,79,0,,20,14.8,,1012,,3,89,216
2024/2/20,20,28.5,23.95,76.5,0,,25,16.6,,1012,,3,90,323.5
2024/2/20,21,29,23.9,74,0,,30,18.4,,1012,,3,91,431
2024/2/20,22,29.5,23.9,72,0,,20,16.6,,1012.5,,3,60.5,543.5
2024/2/20,23,30,23.9,70,0,,10,14.8,,1013,,3,30,656
2024/2/20,24,31,24,66.5,0.05,,185,13.9,,1012.5,,5,28,743.5
2024/2/20,25,32,24.1,63,0.1,,360,13,,1012,,7,26,831
2024/2/20,26,32,24.1,63,0.2,,195,13.9,,1011.5,,7.5,31.5,851.5
2024/2/20,27,32,24.1,63,0.3,,30,14.8,,1011,,8,37,872
2024/2/20,28,32,24.1,63,0.2,,40,13.9,,1010.5,,12.5,45.5,891
2024/2/20,29,32,24.1,63,0.1,,50,13,,1010,,17,54,910
2024/2/20,30,32.5,24,61,0.15,,40,13.9,,1009.5,,17,49,837
2024/2/20,31,33,23.9,59,0.2,,30,14.8,,1009,,17,44,764
2024/2/20,32,33,23.9,59,0.25,,36.5,11.2,,1008.5,,17,43.5,644.5
2024/2/20,33,33,23.9,59,0.3,,43,7.6,,1008,,17,43,525
2024/2/20,34,32.5,24,61,0.35,,56.5,9.4,,1008,,17,46.5,512
2024/2/20,35,32,24.1,63,0.4,,70,11.2,,1008,,17,50,499
2024/2/20,36,31,24,66.5,0.25,,70,15.85,,1008,,12,49.5,378.5
2024/2/20,37,30,23.9,70,0.1,,70,20.5,,1008,,7,49,258
2024/2/20,38,29.5,23.9,72,0.05,,65,19.45,,1008.5,,4.5,53,184
2024/2/20,39,29,23.9,74,0,,60,18.4,,1009,,2,57,110
2024/2/20,40,28.5,23.95,76.5,0,,55,17.5,,1009,,2,63,57
2024/2/20,41,28,24,79,0,,50,16.6,,1009,,2,69,4
2024/2/20,42,28,24,79,0,,50,16.6,,1010,,2.5,44.5,2
2024/2/20,43,28,24,79,0,,50,16.6,,1011,,3,20,0
2024/2/20,44,28,24,79,0,,55,16.6,,1011,,3,31,0
2024/2/20,45,28,24,79,0,,60,16.6,,1011,,3,42,0
2024/2/20,46,27.5,24.5,84,0,,50,13.9,,1011.5,,3,52.5,0
2024/2/20,47,27,25,89,0,,40,11.2,,1012,,3,63,0
2024/2/20,48,27,25,89,0,,45,10.3,,1012,,2,70.5,0
2024/2/21,1,27,25,89,0,,50,9.4,,1012,,1,78,0
2024/2/21,2,27,25,89,0,,40,12.1,,1012,,1,70,0
2024/2/21,3,27,25,89,0,,30,14.8,,1012,,1,62,0
2024/2/21,4,27,24.55,86.5,0,,20,13.9,,1011.5,,1,52,0
2024/2/21,5,27,24.1,84,0,,10,13,,1011,,1,42,0
2024/2/21,6,27,24.55,86.5,0,,15,13,,1010.5,,1,41,0
2024/2/21,7,27,25,89,0,,20,13,,1010,,1,40,0
2024/2/21,8,27,24.55,86.5,0,,25,12.1,,1010,,1,32,0
2024/2/21,9,27,24.1,84,0,,30,11.2,,1010,,1,24,0
2024/2/21,10,26.5,24.05,86.5,0,,30,11.2,,1010,,1,47.5,0
2024/2/21,11,26,24,89,0,,30,11.2,,1010,,1,71,0
2024/2/21,12,26,24,89,0,,35,11.2,,1010,,1.5,85.5,0
2024/2/21,13,26,24,89,0,,40,11.2,,1010,,2,100,0
2024/2/21,14,26,24.5,91.5,0,,30,10.3,,1010,,3.5,99.5,0
2024/2/21,15,26,25,94,0,,20,9.4,,1010,,5,99,0
2024/2/21,16,26,24.5,91.5,0,,20,9.4,,1010,,5,99,14.5
2024/2/21,17,26,24,89,0,,20,9.4,,1010,,5,99,29
2024/2/21,18,27,24.5,86.5,0,,20,9.4,,1010.5,,5,99.5,114
2024/2/21,19,28,25,84,0,,20,9.4,,1011,,5,100,199
2024/2/21,20,28.5,24.45,79,0,,20,11.2,,1011.5,,4,100,315.5
2024/2/21,21,29,23.9,74,0,,20,13,,1012,,3,100,432
2024/2/21,22,29.5,24.5,74.5,0.05,,185,11.2,,1012.5,,5,100,523.5
2024/2/21,23,30,25.1,75,0.1,,350,9.4,,1013,,7,100,615
2024/2/21,24,30.5,24.5,70.5,0.2,,187.5,8.5,,1012.5,,7.5,99,703.5
2024/2/21,25,31,23.9,66,0.3,,25,7.6,,1012,,8,98,792
2024/2/21,26,31.5,24.5,66.5,0.15,,27.5,9.4,,1011.5,,5.5,66.5,819
2024/2/21,27,32,25.1,67,0,,30,11.2,,1011,,3,35,846
2024/2/21,28,32.5,24.5,63,0,,28,10.3,,1010.5,,3,60,845
2024/2/21,29,33,23.9,59,0,,26,9.4,,1010,,3,85,844
2024/2/21,30,33,23.45,57.5,0.2,,24,7.4,,1009.5,,10,89,646.5
2024/2/21,31,33,23,56,0.4,,22,5.4,,1009,,17,93,449
2024/2/21,32,31,24,67.5,0.2,,91,11.9,,1008.5,,10,79.5,544.5
2024/2/21,33,29,25,79,0,,160,18.4,,1008,,3,66,640
2024/2/21,34,28,25,84,0.1,,215,13,,1008,,10,70,536
2024/2/21,35,27,25,89,0.2,,270,7.6,,1008,,17,74,432
2024/2/21,36,26.5,25,91.5,0.45,,270,6.5,,1008,,17,82.5,352
2024/2/21,37,26,25,94,0.7,,270,5.4,,1008,,17,91,272
2024/2/21,38,27,25,89,0.35,,160,12.95,,1008,,10,93,195.5
2024/2/21,39,28,25,84,0,,50,20.5,,1008,,3,95,119
2024/2/21,40,27.5,24.55,84,0,,40,18.55,,1008.5,,3,86.5,61.5
2024/2/21,41,27,24.1,84,0,,30,16.6,,1009,,3,78,4
2024/2/21,42,27,24.1,84,0,,30,17.5,,1009.5,,3,63.5,2
2024/2/21,43,27,24.1,84,0,,30,18.4,,1010,,3,49,0
2024/2/21,44,27,24.1,84,0,,35,15.7,,1010.5,,3,61.5,0
2024/2/21,45,27,24.1,84,0,,40,13,,1011,,3,74,0
2024/2/21,46,27,24.1,84,0,,40,12.1,,1011.5,,3,63.5,0
2024/2/21,47,27,24.1,84,0,,40,11.2,,1012,,3,53,0
2024/2/21,48,27,24.1,84,0,,50,10.3,,1012.5,,3,57.5,0
2024/2/22,1,27,24.1,84,0,,60,9.4,,1013,,3,62,0
2024/2/22,2,27,24.1,84,0,,55,9.4,,1012.5,,3,60,0
2024/2/22,3,27,24.1,84,0,,50,9.4,,1012,,3,58,0
2024/2/22,4,27,24.1,84,0,,45,10.3,,1011.5,,3,78.5,0
2024/2/22,5,27,24.1,84,0,,40,11.2,,1011,,3,99,0
2024/2/22,6,26.5,24.05,86.5,0,,40,9.4,,1011,,3,99.5,0
2024/2/22,7,26,24,89,0,,40,7.6,,1011,,3,100,0
2024/2/22,8,26,24,89,0,,40,9.4,,1010.5,,3,100,0
2024/2/22,9,26,24,89,0,,40,11.2,,1010,,3,100,0
2024/2/22,10,26,24,89,0,,40,9.4,,1010,,3,100,0
2024/2/22,11,26,24,89,0,,40,7.6,,1010,,3,100,0
2024/2/22,12,26,24,89,0,,40,8.5,,1010.5,,3,99.5,0
2024/2/22,13,26,24,89,0,,40,9.4,,1011,,3,99,0
2024/2/22,14,26,24,89,0,,181,6.5,,1011,,3,99.5,0
2024/2/22,15,26,24,89,0,,322,3.6,,1011,,3,100,0
2024/2/22,16,26.5,24.05,86.5,0,,211,4.5,,1011.5,,3,100,13
2024/2/22,17,27,24.1,84,0,,100,5.4,,1012,,3,100,26
2024/2/22,18,27.5,24.05,81.5,0,,90,6.5,,1012.5,,3,98.5,104.5
2024/2/22,19,28,24,79,0,,80,7.6,,1013,,3,97,183
2024/2/22,20,28.5,23.95,76.5,0.05,,55,9.4,,1013,,10,96.5,290
2024/2/22,21,29,23.9,74,0.1,,30,11.2,,1013,,17,96,397
2024/2/22,22,30,23.9,70,0.1,,23,8.3,,1013,,12,94.5,522.5
2024/2/22,23,31,23.9,66,0.1,,16,5.4,,1013,,7,93,648
2024/2/22,24,31,23.35,64,0.05,,19,5.4,,1013,,5,93.5,733
2024/2/22,25,31,22.8,62,0,,22,5.4,,1013,,3,94,818
2024/2/22,26,31.5,23.45,62.5,0,,186,5.4,,1012.5,,3,97,879.5
2024/2/22,27,32,24.1,63,0,,350,5.4,,1012,,3,100,941
2024/2/22,28,32.5,23.55,59.5,0,,208,4.5,,1011.5,,3,100,837.5
2024/2/22,29,33,23,56,0,,66,3.6,,1011,,3,100,734
2024/2/22,30,32,23.95,63,0.15,,93,9.2,,1010.5,,5.5,100,636.5
2024/2/22,31,31,24.9,70,0.3,,120,14.8,,1010,,8,100,539
2024/2/22,32,31,24.9,70,1.65,,85,15.7,,1009.5,,8.5,100,580
2024/2/22,33,31,24.9,70,3,,50,16.6,,1009,,9,100,621
2024/2/22,34,30.5,24.4,70,2,,45,19.45,,1008.5,,9,99.5,518.5
2024/2/22,35,30,23.9,70,1,,40,22.3,,1008,,9,99,416
2024/2/22,36,29.5,23.9,72,0.6,,50,16.75,,1008.5,,8,99.5,358
2024/2/22,37,29,23.9,74,0.2,,60,11.2,,1009,,7,100,300
2024/2/22,38,29,23.9,74,0.1,,55,14.8,,1009.5,,5,99,198
2024/2/22,39,29,23.9,74,0,,50,18.4,,1010,,3,98,96
2024/2/22,40,28.5,23.95,76.5,0,,45,16.6,,1010,,2.5,97.5,50
2024/2/22,41,28,24,79,0,,40,14.8,,1010,,2,97,4
2024/2/22,42,28,24,79,0,,50,14.8,,1010.5,,2,63.5,2
2024/2/22,43,28,24,79,0,,60,14.8,,1011,,2,30,0
2024/2/22,44,27.5,24.05,81.5,0,,45,13.9,,1011.5,,2.5,63.5,0
2024/2/22,45,27,24.1,84,0,,30,13,,1012,,3,97,0
2024/2/22,46,27,24.1,84,0,,30,13.9,,1012,,3,98.5,0
2024/2/22,47,27,24.1,84,0,,30,14.8,,1012,,3,100,0
2024/2/22,48,27,24.1,84,0,,35,13,,1012,,2.5,99.5,0
2024/2/23,1,27,24.1,84,0,,40,11.2,,1012,,2,99,0
2024/2/23,2,26.5,24.05,86.5,0,,40,11.2,,1012,,2.5,98,0
2024/2/23,3,26,24,89,0,,40,11.2,,1012,,3,97,0
2024/2/23,4,26,24,89,0,,35,10.3,,1011.5,,3,97.5,0
2024/2/23,5,26,24,89,0,,30,9.4,,1011,,3,98,0
2024/2/23,6,26.5,24.05,86.5,0,,25,10.3,,1011,,3,96.5,0
2024/2/23,7,27,24.1,84,0,,20,11.2,,1011,,3,95,0
2024/2/23,8,27,24.1,84,0,,20,11.2,,1011,,3,90.5,0
2024/2/23,9,27,24.1,84,0,,20,11.2,,1011,,3,86,0
2024/2/23,10,26.5,24.05,86.5,0,,30,10.3,,1010.5,,3,84,0
2024/2/23,11,26,24,89,0,,40,9.4,,1010,,3,82,0
2024/2/23,12,26,24,89,0,,40,10.3,,1010.5,,3,91,0
